barrio_1,ambientes,m2total,db_lo_num,preciousd,precio_x_m2,latitud,longitud
BALVANERA,0.0,60.0,75.0,160000.0,2666.6666666666665,-34.606143,-58.39216
BALVANERA,2.0,39.0,75.0,115000.0,2948.7179487179487,-34.604073,-58.411581
BALVANERA,6.0,250.0,75.0,1000000.0,4000.0,-34.614387,-58.399073
BALVANERA,1.0,38.0,75.0,108000.0,2842.1052631578946,-34.610727,-58.413579
BALVANERA,2.0,47.0,75.0,88000.0,1872.340425531915,-34.610313,-58.407216
BALVANERA,4.0,98.0,75.0,225000.0,2295.918367346939,-34.60325,-58.395448
BALVANERA,3.0,107.0,70.0,200000.0,1869.1588785046729,-34.604298,-58.395386
BALVANERA,1.0,27.0,70.0,60000.0,2222.222222222222,-34.605469,-58.400835
BALVANERA,2.0,46.0,70.0,168000.0,3652.1739130434785,-34.609308,-58.400497
BALVANERA,5.0,210.0,70.0,280000.0,1333.3333333333333,-34.605495,-58.400708
BALVANERA,2.0,26.0,75.0,60000.0,2307.6923076923076,-34.608512,-58.400612
BALVANERA,1.0,59.0,70.0,115000.0,1949.1525423728813,-34.608206,-58.395335
BALVANERA,1.0,41.0,75.0,70000.0,1707.3170731707316,-34.608309,-58.397041
BALVANERA,4.0,100.0,75.0,250000.0,2500.0,-34.608563,-58.40031
BALVANERA,3.0,52.0,75.0,125000.0,2403.846153846154,-34.608731,-58.403305
BALVANERA,2.0,60.0,75.0,80000.0,1333.3333333333333,-34.608481,-58.399177
BALVANERA,2.0,43.0,70.0,86500.0,2011.6279069767443,-34.615516,-58.41107
BALVANERA,3.0,51.0,75.0,131000.0,2568.627450980392,-34.614522,-58.401152
BALVANERA,3.0,65.0,65.0,115000.0,1769.2307692307693,-34.604799,-58.406826
BALVANERA,5.0,220.0,65.0,375000.0,1704.5454545454545,-34.602572,-58.406097
BALVANERA,4.0,101.0,70.0,220000.0,2178.2178217821784,-34.603175,-58.406355
BALVANERA,6.0,211.0,75.0,539000.0,2554.5023696682465,-34.602035,-58.392736
BALVANERA,2.0,38.0,65.0,58000.0,1526.3157894736842,-34.609746,-58.40456
BALVANERA,0.0,30.0,70.0,78000.0,2600.0,-34.607614,-58.404751
BALVANERA,5.0,116.0,70.0,175000.0,1508.6206896551723,-34.609617,-58.404589
BALVANERA,1.0,36.0,70.0,58500.0,1625.0,-34.607614,-58.404751
BALVANERA,2.0,41.0,65.0,85000.0,2073.170731707317,-34.605222,-58.404593
BALVANERA,3.0,54.0,70.0,140000.0,2592.5925925925926,-34.605584,-58.404573
BALVANERA,3.0,43.0,70.0,78000.0,1813.953488372093,-34.612148,-58.407137
BALVANERA,5.0,110.0,75.0,145000.0,1318.1818181818182,-34.610122,-58.405941
BALVANERA,3.0,45.0,70.0,85000.0,1888.888888888889,-34.612398,-58.406936
BALVANERA,1.0,41.0,65.0,114000.0,2780.487804878049,-34.616939,-58.405569
BALVANERA,2.0,30.0,70.0,54900.0,1830.0,-34.61248,-58.406953
BALVANERA,4.0,83.0,70.0,145000.0,1746.987951807229,-34.612398,-58.406936
BALVANERA,1.0,32.0,75.0,72000.0,2250.0,-34.614696,-58.406148
BALVANERA,2.0,43.0,70.0,90000.0,2093.0232558139537,-34.617197,-58.396046
BALVANERA,0.0,50.0,65.0,89500.0,1790.0,-34.617521,-58.399506
BALVANERA,2.0,54.0,75.0,95000.0,1759.2592592592594,-34.610122,-58.405941
BALVANERA,2.0,45.0,70.0,95000.0,2111.1111111111113,-34.616987,-58.393039
BALVANERA,4.0,100.0,75.0,260000.0,2600.0,-34.59813,-58.40652
BALVANERA,2.0,36.0,75.0,80000.0,2222.222222222222,-34.599753,-58.394195
BALVANERA,5.0,120.0,75.0,290000.0,2416.6666666666665,-34.610122,-58.405941
BALVANERA,4.0,134.0,75.0,200000.0,1492.5373134328358,-34.604462,-58.396177
BALVANERA,2.0,42.0,75.0,103000.0,2452.3809523809523,-34.604204,-58.411691
BALVANERA,2.0,40.0,75.0,83000.0,2075.0,-34.610122,-58.405941
BALVANERA,2.0,36.0,70.0,84000.0,2333.3333333333335,-34.60698,-58.408794
BALVANERA,6.0,270.0,70.0,485000.0,1796.2962962962963,-34.60047,-58.40661
BALVANERA,1.0,36.0,70.0,76000.0,2111.1111111111113,-34.603992,-58.407732
BALVANERA,3.0,68.0,70.0,142000.0,2088.235294117647,-34.598537,-58.405742
BALVANERA,2.0,64.0,65.0,167999.0,2624.984375,-34.611805,-58.412976
BALVANERA,3.0,70.0,65.0,125000.0,1785.7142857142858,-34.605091,-58.411537
BALVANERA,1.0,30.0,70.0,60000.0,2000.0,-34.614421,-58.409788
BALVANERA,3.0,78.0,75.0,145000.0,1858.974358974359,-34.611515,-58.410193
BALVANERA,3.0,61.0,75.0,130000.0,2131.1475409836066,-34.613618,-58.405284
BALVANERA,2.0,118.0,75.0,145000.0,1228.8135593220338,-34.611581,-58.410184
BALVANERA,4.0,92.0,70.0,187000.0,2032.608695652174,-34.610452,-58.394586
BALVANERA,4.0,87.0,70.0,139000.0,1597.7011494252874,-34.611226,-58.405276
BALVANERA,4.0,70.0,70.0,140000.0,2000.0,-34.611454,-58.408664
BALVANERA,3.0,119.0,75.0,195000.0,1638.6554621848738,-34.610464,-58.393443
BALVANERA,1.0,39.0,65.0,125000.0,3205.128205128205,-34.603337,-58.412163
BALVANERA,1.0,40.0,75.0,74848.0,1871.2,-34.619257,-58.4056
BALVANERA,3.0,44.0,75.0,150000.0,3409.090909090909,-34.620162,-58.409982
BALVANERA,3.0,74.0,75.0,153000.0,2067.5675675675675,-34.620256,-58.410894
BALVANERA,1.0,34.0,75.0,73000.0,2147.0588235294117,-34.618349,-58.395857
BALVANERA,5.0,136.0,65.0,217000.0,1595.5882352941176,-34.607097,-58.39594
BALVANERA,5.0,230.0,65.0,399000.0,1734.7826086956522,-34.599288,-58.407009
BALVANERA,4.0,86.0,70.0,149500.0,1738.3720930232557,-34.599995,-58.407269
BALVANERA,0.0,25.0,60.0,62000.0,2480.0,-34.602187,-58.408094
BALVANERA,3.0,58.0,70.0,145000.0,2500.0,-34.600341,-58.407394
BALVANERA,4.0,85.0,70.0,207000.0,2435.294117647059,-34.60544,-58.39803
VILLA GRAL. MITRE,1.0,38.0,70.0,80000.0,2105.2631578947367,-34.604519,-58.461116
VILLA GRAL. MITRE,4.0,100.0,75.0,190000.0,1900.0,-34.603442,-58.463063
VILLA GRAL. MITRE,4.0,100.0,75.0,190000.0,1900.0,-34.603347,-58.462978
VILLA GRAL. MITRE,3.0,60.0,65.0,173000.0,2883.3333333333335,-34.615039,-58.474747
VILLA GRAL. MITRE,4.0,95.0,65.0,189000.0,1989.4736842105262,-34.614161,-58.470379
VILLA GRAL. MITRE,3.0,109.0,65.0,185000.0,1697.2477064220184,-34.603948,-58.462761
VILLA GRAL. MITRE,1.0,34.0,70.0,89900.0,2644.1176470588234,-34.603817,-58.462532
VILLA GRAL. MITRE,1.0,29.0,65.0,72000.0,2482.7586206896553,-34.606692,-58.469435
VILLA GRAL. MITRE,1.0,31.0,65.0,80000.0,2580.6451612903224,-34.606681,-58.469652
VILLA GRAL. MITRE,1.0,35.0,65.0,91000.0,2600.0,-34.616014,-58.46734
VILLA GRAL. MITRE,2.0,52.0,75.0,95000.0,1826.923076923077,-34.615726,-58.464392
VILLA GRAL. MITRE,1.0,48.0,70.0,94217.0,1962.8541666666667,-34.602786,-58.466556
VILLA GRAL. MITRE,3.0,75.0,65.0,138000.0,1840.0,-34.61029,-58.470222
VILLA GRAL. MITRE,1.0,40.0,70.0,108000.0,2700.0,-34.616059,-58.465742
VILLA GRAL. MITRE,3.0,90.0,70.0,240000.0,2666.6666666666665,-34.607429,-58.477557
VILLA GRAL. MITRE,3.0,90.0,70.0,230000.0,2555.5555555555557,-34.607429,-58.477557
VILLA GRAL. MITRE,3.0,195.0,70.0,250000.0,1282.051282051282,-34.607429,-58.477557
VILLA GRAL. MITRE,2.0,45.0,65.0,92500.0,2055.5555555555557,-34.609572,-58.479237
PARQUE CHAS,2.0,44.0,70.0,96500.0,2193.181818181818,-34.590737,-58.475029
PARQUE CHAS,1.0,43.0,75.0,123000.0,2860.4651162790697,-34.585361,-58.479615
PARQUE CHAS,2.0,57.0,60.0,203000.0,3561.40350877193,-34.580313,-58.47677
PARQUE CHAS,1.0,42.0,60.0,148500.0,3535.714285714286,-34.580348,-58.47662
PARQUE CHAS,1.0,34.0,60.0,119600.0,3517.6470588235293,-34.580295,-58.476791
PARQUE CHAS,1.0,43.0,55.0,151800.0,3530.232558139535,-34.58033,-58.476684
PARQUE CHAS,2.0,37.0,80.0,116000.0,3135.135135135135,-34.579198,-58.478936
PARQUE CHAS,3.0,64.0,75.0,198000.0,3093.75,-34.588339,-58.483688
PARQUE CHAS,2.0,38.0,70.0,111160.0,2925.2631578947367,-34.587018,-58.476858
PARQUE CHAS,1.0,23.0,70.0,72265.0,3141.9565217391305,-34.587018,-58.476858
PARQUE CHAS,1.0,57.0,70.0,108060.0,1895.7894736842106,-34.587261,-58.476607
PARQUE CHAS,1.0,51.0,70.0,94520.0,1853.3333333333333,-34.587261,-58.476607
PARQUE CHAS,1.0,39.0,70.0,89820.0,2303.076923076923,-34.587261,-58.476607
PARQUE CHAS,1.0,36.0,70.0,82680.0,2296.6666666666665,-34.587261,-58.476607
PARQUE CHAS,1.0,40.0,70.0,89000.0,2225.0,-34.583549,-58.474337
PARQUE CHAS,3.0,62.0,70.0,155000.0,2500.0,-34.5862,-58.473951
PARQUE CHAS,3.0,74.0,75.0,260000.0,3513.5135135135133,-34.587405,-58.470968
PARQUE CHAS,2.0,40.0,75.0,135000.0,3375.0,-34.587405,-58.470968
PARQUE CHAS,2.0,47.0,75.0,135000.0,2872.340425531915,-34.587405,-58.470968
PARQUE CHAS,1.0,33.0,70.0,107000.0,3242.4242424242425,-34.585312,-58.47462
AGRONOMIA,3.0,72.0,75.0,255000.0,3541.6666666666665,-34.595801,-58.495578
AGRONOMIA,3.0,104.0,70.0,166000.0,1596.1538461538462,-34.592087,-58.489945
AGRONOMIA,4.0,85.0,70.0,225000.0,2647.0588235294117,-34.59504,-58.49452
AGRONOMIA,1.0,34.0,75.0,85000.0,2500.0,-34.597209,-58.489342
AGRONOMIA,3.0,68.0,65.0,195000.0,2867.6470588235293,-34.589985,-58.490006
VILLA ORTUZAR,3.0,60.0,70.0,148900.0,2481.6666666666665,-34.586762,-58.470942
VILLA ORTUZAR,4.0,82.0,65.0,275000.0,3353.6585365853657,-34.577083,-58.464084
VILLA ORTUZAR,4.0,185.0,75.0,469900.0,2540.0,-34.579346,-58.470863
VILLA ORTUZAR,4.0,104.0,80.0,319000.0,3067.3076923076924,-34.575103,-58.463276
VILLA ORTUZAR,4.0,71.0,80.0,235000.0,3309.8591549295775,-34.577323,-58.466997
VILLA ORTUZAR,2.0,37.0,80.0,94000.0,2540.5405405405404,-34.584759,-58.464795
VILLA ORTUZAR,2.0,34.0,75.0,110000.0,3235.294117647059,-34.579461,-58.471102
VILLA ORTUZAR,2.0,40.0,75.0,130000.0,3250.0,-34.581577,-58.473858
VILLA ORTUZAR,1.0,44.0,80.0,132000.0,3000.0,-34.579571,-58.476812
VILLA ORTUZAR,2.0,36.0,75.0,119900.0,3330.5555555555557,-34.579941,-58.471972
VILLA ORTUZAR,1.0,44.0,80.0,108000.0,2454.5454545454545,-34.584129,-58.466535
VILLA ORTUZAR,2.0,34.0,80.0,110000.0,3235.294117647059,-34.57743,-58.467382
VILLA ORTUZAR,1.0,72.0,65.0,115000.0,1597.2222222222222,-34.577698,-58.470414
VILLA ORTUZAR,1.0,72.0,65.0,118000.0,1638.888888888889,-34.577698,-58.470414
VILLA ORTUZAR,3.0,120.0,70.0,242560.0,2021.3333333333333,-34.585974,-58.471526
VILLA ORTUZAR,2.0,64.0,75.0,168900.0,2639.0625,-34.577669,-58.470911
VILLA ORTUZAR,2.0,65.0,75.0,165000.0,2538.4615384615386,-34.577411,-58.471186
VILLA ORTUZAR,1.0,55.0,75.0,138000.0,2509.090909090909,-34.57667,-58.471835
VILLA ORTUZAR,1.0,39.0,75.0,100500.0,2576.923076923077,-34.57667,-58.471835
VILLA ORTUZAR,2.0,55.0,75.0,144000.0,2618.181818181818,-34.57667,-58.471835
VILLA ORTUZAR,3.0,69.0,75.0,181000.0,2623.1884057971015,-34.57667,-58.471835
VILLA ORTUZAR,2.0,55.0,75.0,169000.0,3072.7272727272725,-34.57667,-58.471835
VILLA ORTUZAR,1.0,39.0,75.0,102500.0,2628.2051282051284,-34.57667,-58.471835
VILLA ORTUZAR,2.0,97.0,75.0,170000.0,1752.5773195876288,-34.57667,-58.471835
VILLA ORTUZAR,1.0,39.0,75.0,131500.0,3371.7948717948716,-34.57667,-58.471835
VILLA ORTUZAR,3.0,112.0,75.0,202000.0,1803.5714285714287,-34.57667,-58.471835
VILLA ORTUZAR,3.0,157.0,75.0,299500.0,1907.6433121019109,-34.57667,-58.471835
VILLA ORTUZAR,2.0,97.0,75.0,179000.0,1845.360824742268,-34.57667,-58.471835
VILLA ORTUZAR,3.0,121.0,75.0,249000.0,2057.8512396694214,-34.57667,-58.471835
VILLA ORTUZAR,2.0,50.0,75.0,135000.0,2700.0,-34.578818,-58.46837
BARRACAS,2.0,51.0,75.0,150000.0,2941.176470588235,-34.631059,-58.372006
BARRACAS,4.0,102.0,75.0,265000.0,2598.0392156862745,-34.632159,-58.37611
BARRACAS,2.0,50.0,75.0,145000.0,2900.0,-34.634062,-58.375653
BARRACAS,2.0,40.0,80.0,105000.0,2625.0,-34.628828,-58.378228
BARRACAS,4.0,116.0,70.0,190000.0,1637.9310344827586,-34.649947,-58.382284
BARRACAS,3.0,131.0,75.0,290000.0,2213.740458015267,-34.640103,-58.374214
BARRACAS,3.0,65.0,70.0,145000.0,2230.769230769231,-34.641957,-58.373985
BARRACAS,3.0,70.0,75.0,240000.0,3428.5714285714284,-34.646538,-58.37296
BARRACAS,3.0,79.0,75.0,249000.0,3151.8987341772154,-34.646608,-58.373057
BARRACAS,1.0,92.0,75.0,200000.0,2173.913043478261,-34.639677,-58.369328
BARRACAS,3.0,75.0,75.0,160000.0,2133.3333333333335,-34.636897,-58.374845
BARRACAS,4.0,125.0,70.0,340000.0,2720.0,-34.641805,-58.37395
BARRACAS,5.0,180.0,75.0,348000.0,1933.3333333333333,-34.632934,-58.375747
BARRACAS,1.0,55.0,70.0,146000.0,2654.5454545454545,-34.626928,-58.372546
BARRACAS,2.0,45.0,75.0,95000.0,2111.1111111111113,-34.62925,-58.371965
BARRACAS,3.0,65.0,70.0,176000.0,2707.6923076923076,-34.62969,-58.372025
BARRACAS,3.0,82.0,70.0,240000.0,2926.829268292683,-34.628722,-58.372146
BARRACAS,3.0,68.0,75.0,210000.0,3088.235294117647,-34.637929,-58.375849
BARRACAS,2.0,48.0,70.0,105000.0,2187.5,-34.64636,-58.371864
BARRACAS,2.0,80.0,65.0,195000.0,2437.5,-34.640123,-58.378511
BARRACAS,3.0,70.0,70.0,168000.0,2400.0,-34.628198,-58.372321
BARRACAS,2.0,50.0,75.0,130000.0,2600.0,-34.630657,-58.371603
BARRACAS,2.0,51.0,75.0,135000.0,2647.0588235294117,-34.630657,-58.371603
BARRACAS,2.0,50.0,75.0,110000.0,2200.0,-34.630657,-58.371603
BARRACAS,2.0,51.0,75.0,120000.0,2352.9411764705883,-34.630657,-58.371603
BARRACAS,4.0,107.0,70.0,350000.0,3271.0280373831774,-34.63848,-58.373393
BARRACAS,3.0,57.0,65.0,88000.0,1543.859649122807,-34.642333,-58.373266
BARRACAS,3.0,135.0,60.0,180000.0,1333.3333333333333,-34.632903,-58.37499
PARQUE AVELLANEDA,3.0,84.0,65.0,145000.0,1726.1904761904761,-34.643581,-58.490835
PARQUE AVELLANEDA,3.0,58.0,70.0,85000.0,1465.5172413793102,-34.659982,-58.464351
PARQUE AVELLANEDA,3.0,145.0,75.0,280000.0,1931.0344827586207,-34.640558,-58.478476
PARQUE AVELLANEDA,3.0,67.0,70.0,134000.0,2000.0,-34.640967,-58.484239
PARQUE CHACABUCO,4.0,110.0,70.0,215000.0,1954.5454545454545,-34.635608,-58.429732
PARQUE CHACABUCO,2.0,47.0,70.0,85000.0,1808.5106382978724,-34.636487,-58.429606
PARQUE CHACABUCO,3.0,52.0,65.0,145000.0,2788.4615384615386,-34.636091,-58.442813
PARQUE CHACABUCO,4.0,135.0,75.0,330000.0,2444.4444444444443,-34.635382,-58.439377
PARQUE CHACABUCO,3.0,85.0,65.0,225000.0,2647.0588235294117,-34.636056,-58.442644
PARQUE CHACABUCO,3.0,67.0,65.0,175000.0,2611.9402985074626,-34.635919,-58.442038
PARQUE CHACABUCO,6.0,350.0,65.0,340000.0,971.4285714285714,-34.636052,-58.442825
PARQUE CHACABUCO,3.0,65.0,75.0,149000.0,2292.3076923076924,-34.633803,-58.432714
PARQUE CHACABUCO,2.0,52.0,80.0,152000.0,2923.076923076923,-34.629846,-58.433397
PARQUE CHACABUCO,2.0,49.0,70.0,127000.0,2591.8367346938776,-34.635622,-58.440399
PARQUE CHACABUCO,3.0,72.0,65.0,180000.0,2500.0,-34.636056,-58.442644
PARQUE CHACABUCO,2.0,58.0,65.0,168000.0,2896.551724137931,-34.636402,-58.443958
PARQUE CHACABUCO,2.0,48.0,70.0,105000.0,2187.5,-34.631614,-58.426176
PARQUE CHACABUCO,2.0,55.0,75.0,155000.0,2818.181818181818,-34.630393,-58.449115
PARQUE CHACABUCO,3.0,85.0,80.0,155000.0,1823.5294117647059,-34.636137,-58.449324
PARQUE CHACABUCO,3.0,60.0,75.0,135000.0,2250.0,-34.636024,-58.432271
PARQUE CHACABUCO,5.0,230.0,70.0,516000.0,2243.478260869565,-34.636608,-58.444933
PARQUE CHACABUCO,3.0,57.0,65.0,118000.0,2070.1754385964914,-34.637082,-58.446503
PARQUE CHACABUCO,3.0,69.0,75.0,139000.0,2014.4927536231885,-34.632879,-58.430848
PARQUE CHACABUCO,1.0,37.0,70.0,90000.0,2432.4324324324325,-34.629368,-58.441612
PARQUE CHACABUCO,2.0,41.0,75.0,117000.0,2853.6585365853657,-34.629183,-58.441584
PARQUE CHACABUCO,2.0,70.0,65.0,142000.0,2028.5714285714287,-34.630372,-58.440868
PARQUE CHACABUCO,2.0,49.0,75.0,118000.0,2408.1632653061224,-34.633025,-58.453524
PARQUE CHACABUCO,3.0,82.0,75.0,327169.0,3989.8658536585367,-34.628714,-58.429403
PARQUE CHACABUCO,3.0,82.0,70.0,230000.0,2804.878048780488,-34.633324,-58.449219
PARQUE CHACABUCO,3.0,82.0,65.0,175000.0,2134.1463414634145,-34.633787,-58.450741
PARQUE CHACABUCO,3.0,57.0,70.0,105000.0,1842.1052631578948,-34.640222,-58.432489
PARQUE CHACABUCO,3.0,96.0,75.0,273000.0,2843.75,-34.628372,-58.435502
PARQUE CHACABUCO,3.0,81.0,65.0,215000.0,2654.320987654321,-34.636699,-58.427078
PARQUE CHACABUCO,1.0,41.0,70.0,124620.0,3039.512195121951,-34.628181,-58.429483
PARQUE CHACABUCO,2.0,50.0,70.0,163745.0,3274.9,-34.628181,-58.429483
PARQUE CHACABUCO,3.0,73.0,70.0,249438.0,3416.958904109589,-34.628181,-58.429483
PARQUE CHACABUCO,3.0,73.0,70.0,251989.0,3451.904109589041,-34.628181,-58.429483
PARQUE CHACABUCO,2.0,73.0,70.0,250000.0,3424.6575342465753,-34.628181,-58.429483
PARQUE CHACABUCO,3.0,83.0,70.0,290000.0,3493.975903614458,-34.628181,-58.429483
PARQUE CHACABUCO,1.0,43.0,70.0,120461.0,2801.4186046511627,-34.628181,-58.429483
PARQUE CHACABUCO,3.0,73.0,70.0,250000.0,3424.6575342465753,-34.628181,-58.429483
PARQUE CHACABUCO,3.0,83.0,70.0,280000.0,3373.4939759036147,-34.628181,-58.429483
PARQUE CHACABUCO,4.0,98.0,75.0,199900.0,2039.795918367347,-34.630192,-58.442673
PARQUE CHACABUCO,4.0,76.0,75.0,170000.0,2236.842105263158,-34.631821,-58.441438
PARQUE CHACABUCO,4.0,91.0,75.0,249000.0,2736.263736263736,-34.633277,-58.440301
PARQUE CHACABUCO,4.0,106.0,70.0,225000.0,2122.6415094339623,-34.630712,-58.442373
PARQUE CHACABUCO,3.0,55.0,65.0,145000.0,2636.3636363636365,-34.630575,-58.426921
PARQUE CHACABUCO,2.0,40.0,70.0,94500.0,2362.5,-34.631779,-58.434844
PARQUE CHACABUCO,2.0,60.0,75.0,175000.0,2916.6666666666665,-34.630986,-58.443884
NUEVA POMPEYA,2.0,38.0,75.0,98000.0,2578.9473684210525,-34.642636,-58.422817
NUEVA POMPEYA,1.0,33.0,70.0,68000.0,2060.6060606060605,-34.643956,-58.424717
PALERMO,4.0,280.0,65.0,950000.0,3392.8571428571427,-34.569461,-58.441192
PALERMO,2.0,51.0,60.0,170000.0,3333.3333333333335,-34.583743,-58.436709
PALERMO,5.0,318.0,55.0,860000.0,2704.4025157232704,-34.567763,-58.44487
PALERMO,0.0,200.0,75.0,1200000.0,6000.0,-34.576549,-58.404871
PALERMO,0.0,43.0,65.0,108306.0,2518.7441860465115,-34.596052,-58.421431
PALERMO,3.0,59.0,70.0,162800.0,2759.322033898305,-34.596476,-58.421574
PALERMO,3.0,63.0,60.0,198000.0,3142.8571428571427,-34.567026,-58.445449
PALERMO,0.0,45.0,70.0,139000.0,3088.8888888888887,-34.568676,-58.446758
PALERMO,4.0,126.0,60.0,599000.0,4753.9682539682535,-34.588029,-58.416888
PALERMO,2.0,39.0,70.0,170000.0,4358.974358974359,-34.577278,-58.439026
PALERMO,2.0,51.0,70.0,250000.0,4901.9607843137255,-34.577278,-58.439026
PALERMO,1.0,57.0,70.0,269000.0,4719.298245614035,-34.577278,-58.439026
PALERMO,3.0,115.0,70.0,550000.0,4782.608695652174,-34.577278,-58.439026
PALERMO,4.0,78.0,60.0,250000.0,3205.128205128205,-34.575161,-58.432944
PALERMO,2.0,58.0,70.0,389000.0,6706.896551724138,-34.577761,-58.424323
PALERMO,4.0,232.0,70.0,790000.0,3405.1724137931033,-34.583118,-58.41531
PALERMO,4.0,195.0,75.0,640000.0,3282.051282051282,-34.583705,-58.411997
PALERMO,3.0,58.0,70.0,147000.0,2534.4827586206898,-34.59457,-58.428864
PALERMO,4.0,143.0,70.0,450000.0,3146.853146853147,-34.588792,-58.420057
PALERMO,2.0,40.0,75.0,178000.0,4450.0,-34.588408,-58.419382
PALERMO,4.0,94.0,70.0,225000.0,2393.6170212765956,-34.586406,-58.416049
PALERMO,3.0,90.0,70.0,360000.0,4000.0,-34.583168,-58.41139
PALERMO,1.0,36.0,70.0,130000.0,3611.1111111111113,-34.587361,-58.417607
PALERMO,2.0,57.0,70.0,145000.0,2543.8596491228072,-34.587601,-58.418104
PALERMO,3.0,41.0,70.0,153500.0,3743.9024390243903,-34.586788,-58.416736
PALERMO,4.0,105.0,70.0,240000.0,2285.714285714286,-34.586788,-58.416736
PALERMO,0.0,67.0,70.0,261744.0,3906.626865671642,-34.570341,-58.431906
PALERMO,2.0,83.0,70.0,290693.0,3502.3253012048194,-34.57034,-58.43186
PALERMO,2.0,52.0,65.0,168000.0,3230.769230769231,-34.569678,-58.433161
PALERMO,3.0,97.0,65.0,369000.0,3804.1237113402062,-34.569895,-58.432752
PALERMO,2.0,77.0,65.0,190000.0,2467.5324675324673,-34.568867,-58.43449
PALERMO,3.0,90.0,65.0,515000.0,5722.222222222223,-34.569679,-58.433155
PALERMO,4.0,162.0,65.0,490000.0,3024.6913580246915,-34.585711,-58.413166
PALERMO,4.0,109.0,65.0,315000.0,2889.908256880734,-34.584944,-58.414251
PALERMO,3.0,100.0,65.0,227000.0,2270.0,-34.575712,-58.434517
PALERMO,3.0,126.0,75.0,420000.0,3333.3333333333335,-34.57115,-58.423297
PALERMO,2.0,79.0,70.0,235000.0,2974.6835443037976,-34.583256,-58.442931
PALERMO,3.0,108.0,70.0,399240.0,3696.6666666666665,-34.580632,-58.440099
PALERMO,3.0,92.0,70.0,339400.0,3689.1304347826085,-34.580632,-58.440099
PALERMO,3.0,102.0,70.0,399960.0,3921.176470588235,-34.580632,-58.440099
PALERMO,3.0,77.0,75.0,340000.0,4415.584415584415,-34.573526,-58.432516
PALERMO,1.0,36.0,75.0,120000.0,3333.3333333333335,-34.573526,-58.432516
PALERMO,2.0,63.0,65.0,245000.0,3888.8888888888887,-34.570878,-58.430273
PALERMO,0.0,49.0,65.0,145000.0,2959.183673469388,-34.587993,-58.424959
PALERMO,1.0,35.0,65.0,145000.0,4142.857142857143,-34.584767,-58.420164
PALERMO,3.0,97.0,65.0,370000.0,3814.4329896907216,-34.585408,-58.421147
PALERMO,3.0,110.0,70.0,350000.0,3181.818181818182,-34.590326,-58.411382
PALERMO,3.0,133.0,70.0,550000.0,4135.338345864661,-34.580017,-58.409425
PALERMO,2.0,50.0,70.0,120000.0,2400.0,-34.595442,-58.428044
PALERMO,2.0,37.0,70.0,102000.0,2756.7567567567567,-34.595442,-58.428044
PALERMO,2.0,50.0,70.0,132000.0,2640.0,-34.595442,-58.428044
PALERMO,2.0,50.0,70.0,160000.0,3200.0,-34.595442,-58.428044
PALERMO,2.0,38.0,70.0,145000.0,3815.7894736842104,-34.595442,-58.428044
PALERMO,2.0,52.0,70.0,169000.0,3250.0,-34.588424,-58.438902
PALERMO,1.0,48.0,75.0,127000.0,2645.8333333333335,-34.597841,-58.416622
PALERMO,1.0,45.0,75.0,123000.0,2733.3333333333335,-34.597841,-58.416622
PALERMO,1.0,40.0,75.0,130000.0,3250.0,-34.592231,-58.433085
PALERMO,3.0,125.0,75.0,330000.0,2640.0,-34.584798,-58.407128
PALERMO,3.0,74.0,70.0,255000.0,3445.945945945946,-34.590501,-58.411324
PALERMO,3.0,142.0,75.0,1290000.0,9084.507042253521,-34.579589,-58.405688
PALERMO,4.0,160.0,75.0,420000.0,2625.0,-34.583427,-58.404225
PALERMO,2.0,65.0,75.0,155000.0,2384.6153846153848,-34.585408,-58.434584
PALERMO,2.0,52.0,75.0,179000.0,3442.3076923076924,-34.583397,-58.402224
PALERMO,4.0,118.0,75.0,328000.0,2779.6610169491523,-34.583348,-58.405667
PALERMO,2.0,50.0,75.0,192000.0,3840.0,-34.58201,-58.410978
PALERMO,3.0,120.0,70.0,430000.0,3583.3333333333335,-34.56274,-58.44006
PALERMO,5.0,267.0,70.0,1300000.0,4868.913857677902,-34.571877,-58.421903
PALERMO,2.0,52.0,70.0,220000.0,4230.7692307692305,-34.578016,-58.408434
PALERMO,4.0,131.0,75.0,575000.0,4389.312977099236,-34.580265,-58.399102
PALERMO,4.0,100.0,75.0,330000.0,3300.0,-34.57115,-58.423297
PALERMO,4.0,120.0,75.0,310000.0,2583.3333333333335,-34.568128,-58.448437
PALERMO,4.0,70.0,70.0,200000.0,2857.1428571428573,-34.574753,-58.43613
PALERMO,1.0,53.0,75.0,165000.0,3113.2075471698113,-34.572983,-58.438858
PALERMO,3.0,90.0,70.0,460000.0,5111.111111111111,-34.575843,-58.418378
PALERMO,3.0,129.0,75.0,760000.0,5891.472868217054,-34.57115,-58.423297
PALERMO,3.0,167.0,65.0,619000.0,3706.5868263473053,-34.570258,-58.431416
PALERMO,2.0,57.0,75.0,200000.0,3508.7719298245615,-34.59775,-58.420395
PALERMO,3.0,60.0,70.0,189000.0,3150.0,-34.592453,-58.413156
PALERMO,2.0,59.0,70.0,185000.0,3135.593220338983,-34.587423,-58.409049
PALERMO,4.0,88.0,75.0,315000.0,3579.5454545454545,-34.588226,-58.409531
PALERMO,5.0,250.0,70.0,1100000.0,4400.0,-34.587423,-58.409049
PALERMO,5.0,145.0,75.0,650000.0,4482.758620689655,-34.57115,-58.423297
